"";"Accuracy";"Average-precision";"clp";"coverage";"F1";"hamming-loss";"Macro-AUC";"Macro-F1";"Macro-Precision";"Macro-Recall";"margin-loss ";"micro-AUC ";"Micro-F1";"Micro-Precision";"Micro-Recall";"mlp";"one-error ";"precision ";"ranking-loss ";"recall ";"subset-accuracy ";"wlp "
"emotions";0,480489232845129;0,700485493391685;0;2,4734920003739;0,567381407687032;0,239164837006153;0,705509719681889;0,585917473548643;0,635301929768334;0,573111501048163;1,86878232513431;0,716496890266644;0,603824148256441;0,622660778417229;0,58834529095997;0;0,387898837863755;0,617844009216422;0,284951745690251;0,584811796982096;0,222763010638603;0
"flags";0,573265967950179;0,782063112009822;0,2;4,08074428495481;0,696524250617951;0,265361509835194;0,60367072528312;0,586671160006572;0,640430486389133;0,602991863412031;2,48537745879851;0,734304538226904;0,725616089189849;0,728749962157997;0,726071184723237;0,1;0,272060074428496;0,711232114376851;0,256252480949849;0,704074365205944;0,10725677830941;0,128571428571429
"GnegativeGO";0,946773762347771;0,967154849358319;0;0,206737122966267;0,955751280772073;0,0135752730136053;0;0,917683483432008;0,909507077958092;0,932463199909846;0,162072607364969;0,971990231471262;0,948471063750699;0,942561552647844;0,954675657698129;0,25;0,0452883245581853;0,95673514076277;0,0199544547794003;0,963624178671247;0,920200062847392;0,25
"GnegativePseAAC";0,553744270372287;0,676365421215399;0;1,81287005248891;0,571915532079571;0,118024219935096;0;0,315179664620652;0,356967687810004;0,349487832628076;1,78623621062623;0,754753152521841;0,565049316411313;0,547097584895503;0,585126462488633;0,2625;0,435118069677996;0,565390935478568;0,247044005843234;0,596720787503736;0,501025898632664;0,3
"GpositiveGO";0,944132943453143;0,963572051946081;0;0,121349497709098;0,947985619017806;0,0279335282734284;0,941632328722432;0,880195030287498;0,876792403222777;0,901293453278747;0,113619482626142;0,967433677837099;0,944930496214409;0,937951223151001;0,952246791314494;0;0,0577719912348103;0,946074874071544;0,0377097621825701;0,953749039528729;0,932574916759156;0,25
"GpositivePseAAC";0,555552946868152;0,720061280438639;0;0,904436665812914;0,568085555460694;0,227522126412248;0,645889575514486;0,451530573352513;0,474198224808773;0,460962526036056;0,900590511966761;0,717160956117473;0,566172445024374;0,545447039260185;0,589090469279149;0,75;0,433924556760295;0,557476023791229;0,298745102782284;0,591227695722701;0,517955121090526;0,2
"scene";0,570274057906621;0,714725442099384;0;1,25607280816168;0,596488434533578;0,150184861572829;0,763861997965986;0,61130991422643;0,631431645366791;0,630170118139074;1,20193452273015;0,759145374492847;0,596990058281003;0,574903632696488;0,621257527234814;0;0,412758295523472;0,588601454815827;0,231778956031665;0,630527623051437;0,492519699291742;0
"VirusGO";0,900555555555556;0,939551587301587;0;0,451428571428572;0,91934126984127;0,0355952380952381;0;0,843421789768539;0,841001683501683;0,869212962962963;0,248095238095238;0,950728016840603;0,916468435603999;0,889835922697992;0,946535612535613;0,0833333333333335;0,0921428571428571;0,910436507936508;0,0447777777777777;0,946547619047619;0,839761904761905;0,0833333333333335
"VirusPseAAC";0,339126984126984;0,572394841269841;0;2,09309523809524;0,382420634920635;0,243174603174603;0;0,288770630801523;0,28785002035002;0,340046296296296;1,93309523809524;0,638126329594691;0,404722643596;0,400662307735021;0,411253561253561;0,3;0,584047619047619;0,40718253968254;0,358724206349206;0,403928571428571;0,212857142857143;0,4
"Yelp";0,637032010967717;0,855433652169286;0;1,44344067451814;0,699778191917279;0,171645304606882;0,773519384106952;0,683756554156435;0,71801756483858;0,665746873934623;0,741667618115347;0,811107891849896;0,735886268737191;0,74207867713597;0,729876362342423;0;0,253950272311437;0,742681552568032;0,147496262113021;0,711803660557588;0,433278329878826;0
