"";"Accuracy";"Average-precision";"clp";"coverage";"F1";"hamming-loss";"Macro-AUC";"Macro-F1";"Macro-Precision";"Macro-Recall";"margin-loss ";"micro-AUC ";"Micro-F1";"Micro-Precision";"Micro-Recall";"mlp";"one-error ";"precision ";"ranking-loss ";"recall ";"subset-accuracy ";"wlp "
"emotions";0,461874783203988;0,698139176233026;0;2,38199525299797;0,54764101970883;0,245195444243058;0,688769577246791;0,557548448009991;0,611410643298005;0,546774151630963;1,7854982069346;0,704834511887298;0,590753377685245;0,614966465531414;0,569433989124356;0;0,414550465399602;0,604297878334491;0,278645361690878;0,559099979330009;0,213343243455607;0,0166666666666667
"flags";0,563320023543708;0,786701463992473;0,214285714285714;3,88223019670388;0,682961078159244;0,280412014885699;0,591226239330231;0,594240845771292;0,626609579852061;0,617298919567827;2,31081339712919;0,718845826630179;0,716250308390008;0,702470684772463;0,733376134644791;0,0714285714285715;0,250473152578416;0,682745607706134;0,240361687045897;0,705167407154249;0,129218500797448;0,1
"GnegativeGO";0,949424428036092;0,971152630479203;0;0,15547169154241;0,958768776265715;0,0127625184553472;0;0,928414823218788;0,925779299471149;0,936056100065247;0,11008775148068;0,9741904494276;0,951530402448358;0,945243259777707;0,958090996436364;0,25;0,0437965655844119;0,95999769789032;0,0138363821896601;0,966883358561378;0,921628634275963;0,25
"GnegativePseAAC";0,567799867502148;0,706113858833327;0;1,45984871677126;0,582476723653161;0,115013915918937;0;0,29804662478952;0,333328851309418;0,299170626121846;1,43606097897771;0,748443450221547;0,571687136899122;0,55769580267525;0,587261816394012;0,3;0,417321729242746;0,578862079535966;0,19869999764168;0,601193405964185;0,524531240256022;0,375
"GpositiveGO";0,940267935911665;0,96503926074542;0;0,117393067531802;0,946049972964513;0,0298660320441674;0,936172424247822;0,867935758921429;0,867569931615437;0,890873644329527;0,109663052448846;0,967095022781463;0,941463319825255;0,931075095414718;0,952210506844247;0;0,0558112069210848;0,943171404991605;0,0359070406101483;0,954710577990267;0,922921824753123;0,25
"GpositivePseAAC";0,557657446142463;0,713142092831327;0;0,934921312501779;0,575281026779362;0,225508338313555;0,643655553323574;0,417579709035012;0,405001707880061;0,451705990088343;0,929152081732548;0,721197623222048;0,574552020958508;0,547083548383107;0,605919348871624;0,175;0,443249665613706;0,560542061527078;0,30907633493649;0,607643572668545;0,504786704231765;0,25
"scene";0,581377487771014;0,709350266741619;0;1,45532572468247;0,605889297018934;0,146312039498385;0,767060391152662;0,620493324726757;0,640962773584286;0,635912653438615;1,40073438475959;0,760662797001852;0,603853932686517;0,587739626403906;0,622074728886782;0;0,39119995279752;0,603011110051983;0,26742210684805;0,633264435931397;0,509377046175447;0
"VirusGO";0,905992063492064;0,956444444444444;0;0,379761904761905;0,928365079365079;0,0348412698412698;0;0,878975789146068;0,863223905723906;0,919444444444445;0,176190476190476;0,951749002076017;0,920757668789513;0,879184628049617;0,968709401709402;0,0333333333333334;0,0680952380952381;0,911825396825397;0,030297619047619;0,968214285714286;0,839523809523809;0,0500000000000001
"VirusPseAAC";0,286626984126984;0,49116335978836;0;2,62714285714286;0,314676870748299;0,260833333333333;0;0,221622820365249;0,252496577496578;0,306018518518519;2,50119047619048;0,619198124142938;0,336812757521551;0,345249931228192;0,331094017094017;0,283333333333333;0,666428571428571;0,336785714285714;0,465144841269841;0,31952380952381;0,202857142857143;0,45
"Yelp";0,646593264225064;0,890830727648765;0;1,30058867327883;0,709444549184034;0,166766659432804;0,772154166769342;0,692662835473317;0,729956145524498;0,668435225106715;0,568453960473836;0,808307186971564;0,743226866553328;0,749960543900044;0,736709107205255;0;0,20204894938555;0,754104925221825;0,110337365522358;0,719400196848641;0,441968428022229;0
